Name,Height (meters),Height (feet),Latitude,Longitude
Mount Melbourne,2732.0,8963,-74.35,164.7
Cerro El Pital,2730.0,8957,14.383333,-89.116667
Mount Redoubt (Washington),2730.0,8957,48.958184,-121.3018
Dzhengal,2730.0,8957,41.706667,23.497778
Malyovitsa,2729.0,8953,42.173636,23.363083
Pizzo di Claro,2727.0,8947,46.296139,9.055667
Mount Morning,2723.0,8934,-78.5,163.5
Phu Xai Lai Leng,2720.0,8924,19.2,104.183333
Serles,2718.0,8917,47.123611,11.381667
Watzmann,2713.0,8901,47.555278,12.923333
Boston Peak,2711.0,8894,48.49542,-121.036161
Schiahorn,2709.0,8888,46.817889,9.803944
Grotto ,2706.0,8878,51.087778,-115.268056
Mount Haku,2702.0,8865,36.155,136.771389
Eldorado Peak,2701.0,8862,48.537408,-121.134501
Anamudi,2695.0,8842,10.16923,77.06066
Maja Jezercë,2694.0,8839,42.4425,19.814167
Half Dome,2693.0,8835,37.746036,-119.53294
Mount Louis,2682.0,8799,51.215,-115.68
Mount Discovery,2681.0,8796,-78.366667,165.016667
Pic la Selle,2680.0,8793,18.366667,-71.983333
Mount Garibaldi,2678.0,8786,49.850556,-123.004722
Bashliyski Chukar,2670.0,8760,41.7213,23.4237
Serra dos Órgãos,2670.0,8760,-22.463576,-43.030613
Guadalupe Peak,2667.0,8750,31.891461,-104.86071
Gjeravica,2656.0,8714,42.533611,20.14
Großer Krottenkopf,2656.0,8714,47.311944,10.356111
Pic del Port Vell,2655.0,8711,42.568889,1.445278
Gerlachovský štít,2655.0,8711,49.164028,20.134028
Mount Michelson (Chugach s),2652.0,8701,61.280556,-147.224444
Torre Cerredo,2650.0,8694,43.1979,-4.8517
Mount St. Piran,2649.0,8691,51.42,-116.25
Mount Meager (British Columbia),2645.0,8678,50.631667,-123.504167
Mount Trusmadi,2642.0,8668,5.55,116.516667
Meesapulimala,2640.0,8661,10.097403,77.203417
Doddabetta,2637.0,8652,11.402417,76.736722
Piton de la Fournaise,2631.0,8632,-21.2425,55.708889
Cardinal Peak,2618.0,8589,48.102778,-120.6125
Barbeau Peak,2616.0,8583,81.926667,-74.986667
Baba (North Macedonia),2601.0,8533,41.003611,21.186667
Mount Abao,2596.0,8517,16.833333,120.916667
Pico Almanzor,2592.0,8504,40.246667,-5.297778
Mount Currie (British Columbia),2591.0,8501,50.248333,-122.781944
Pizzo Molare,2585.0,8481,46.488611,8.865
Tavkvetili,2583.0,8474,41.6811,43.7214
Mount Tambuyukon,2579.0,8461,6.208611,116.658056
Argonaut Peak,2576.0,8451,47.470119,-120.861477
Doi Inthanon,2565.0,8415,18.5875,98.486667
Pic dels Aspres,2562.0,8406,42.579167,1.451389
Ledyanaya,2562.0,8406,61.8885,171.1702
Aguja Saint Exupery,2558.0,8392,-49.288472,-73.03825
Mount St. Helens,2550.0,8366,46.1912,-122.1944
Big Hatchet Peak,2547.0,8356,31.635657,-108.398653
Moldoveanu Peak,2544.0,8346,45.6,24.737778
Mount Vineuo,2536.0,8320,-9.334167,150.205833
Negoiu Peak,2535.0,8317,45.587,24.5557
Viștea Mare,2527.0,8291,45.602778,24.736111
Pidurutalagala,2524.0,8281,7.000833,80.773889
Mt Norquay,2522.0,8274,51.204,-115.599
Hualālai,2521.0,8271,19.692222,-155.867222
Parângu Mare,2519.0,8264,45.341111,23.540556
Mount Taranaki,2518.0,8261,-39.296389,174.064722
Garfield Peak (Wyoming),2512.0,8241,42.7825,-107.264167
Mount Veniaminof,2507.0,8225,56.198056,-159.390833
Omu Peak,2505.0,8219,45.445819,25.456311
Rysy,2503.0,8212,49.179444,20.088056
Tymfi,2497.0,8192,39.981667,20.815
Monte Velino,2487.0,8159,42.15,13.366667
Monte Vettore,2476.0,8123,42.816667,13.266667
Špik,2472.0,8110,46.4489,13.819
Luna Peak (British Columbia),2470.0,8104,52.1825,-126.137222
Galdhøpiggen,2469.0,8100,61.636667,8.315
Kanlaon,2465.0,8087,10.370556,124.742778
Glittertind,2464.0,8084,61.651944,8.554444
El Capitan (Texas),2464.0,8084,31.877222,-104.858056
Mount Shimbiris,2464.0,8084,10.735833,47.245
Mayon,2463.0,8081,13.256667,123.685
Monte Gorzano,2458.0,8064,42.617778,13.396389
Mount Ida (Crete),2456.0,8058,35.226667,24.7725
Lefka Ori,2453.0,8048,35.292778,24.033333
Sulphur  (Alberta),2451.0,8041,51.123611,-115.555833
Sunset Crater,2451.0,8041,35.364444,-111.503611
Cima del Redentore (Sibillini s),2448.0,8031,42.85,13.233333
Triple Divide Peak (Montana),2444.0,8018,48.573056,-113.516667
Blackcomb Peak,2436.0,7992,50.081389,-122.870833
Monte Binga,2436.0,7992,-19.776667,33.061944
Mount Olympus (Washington),2432.0,7979,47.801299,-123.710837
Peñalara,2430.0,7972,40.85,-3.95
Mesa de los Tres Reyes,2428.0,7966,42.945,-0.722222
Mount Daniel,2426.0,7959,47.564924,-121.180877
Mount Murud,2423.0,7949,3.916667,115.333333
Mocho-Choshuenco,2422.0,7946,-39.909722,-72.0375
Mocho-Choshuenco,2415.0,7923,-39.909722,-72.0375
Ha Ling Peak,2408.0,7900,51.064333,-115.399167
Store Skagastølstind,2405.0,7890,61.461389,7.871389
Hajla,2403.0,7884,42.773333,20.2725
Le Tabor,2389.0,7838,44.983333,5.85
Kirigalpotta,2388.0,7835,6.799167,80.766667
Maglić ,2386.0,7828,43.281111,18.736944
Emory Peak,2385.0,7825,29.2459,-103.3051
Mount Cayley,2385.0,7825,50.120278,-123.290833
Mount Galwey,2377.0,7799,49.123056,-113.946389
Botev Peak,2376.0,7795,42.7175,24.916667
Mount Mulu,2376.0,7795,4.05,114.933
Mount Deception (Washington),2374.0,7789,47.813146,-123.233507
Mount Aix,2367.0,7766,46.79499,-121.255989
Mount Karthala,2361.0,7746,-11.76028,43.35306
Signal  (Wyoming),2353.0,7720,43.848889,-110.567222
Mount Pico,2351.0,7713,38.468889,-28.398889
Grimming,2351.0,7713,47.520556,14.016944
Monte Sirente,2347.0,7700,42.146111,13.611111
Mount Blum,2340.0,7677,48.754142,-121.482453
Mount Popomanaseu,2335.0,7661,-9.703611,160.061944
Monte Priora,2333.0,7654,42.933611,13.241111
Mount Prophet,2330.0,7644,48.848741,-121.162626
Mount Griggs,2317.0,7602,58.3572,-155.1037
Mount Makarakomburu,2310.0,7579,-9.733333,160.033333
Lalla Khedidja,2308.0,7572,36.4475,4.228333
Lavender Peak (British Columbia),2306.0,7566,55.651111,-129.318611
Mount Sir Allan MacNab,2297.0,7536,52.520556,-119.203611
Druesberg,2282.0,7487,47.004167,8.833333
Mount Huye,2278.0,7474,-2.566667,29.65
Bikku Bitti,2267.0,7438,22.003611,19.206667
Blue s (Jamaica),2256.0,7402,18.1,-76.666667
Adam's Peak,2243.0,7359,6.809444,80.499722
Mount John Laurie,2240.0,7349,51.124167,-115.118333
Red Butte,2232.0,7323,35.820486,-112.089633
Čvrsnica,2228.0,7310,43.598839,17.564521
Mount Kosciuszko,2228.0,7310,-36.455833,148.263611
Camoghè,2228.0,7310,46.134944,9.06425
Commonwealth ,2225.0,7300,82.4,-76.75
Mount Chiginagak,2221.0,7287,57.133611,-156.991389
Monte Terminillo,2217.0,7274,42.483333,13
Slavyanka ,2212.0,7257,41.377222,23.620556
Mount Oxford (Nunavut),2210.0,7251,82.165278,-73.181667
Mount Townsend,2209.0,7247,-36.4225,148.258889
Black Elk Peak,2207.0,7241,43.865848,-103.532432
Golden Hinde ,2198.0,7211,49.662778,-125.746944
Mount Twynam,2196.0,7205,-36.393333,148.314722
Elkhorn ,2195.0,7201,49.789722,-125.827778
Mount Baldy (Alberta),2192.0,7192,51.011667,-115.048333
Golyam Perelik,2191.0,7188,41.601111,24.574167
Shiprock,2188.0,7178,36.6875,-108.836389
Mount Tahan,2187.0,7175,4.6325,102.234167
Mount Korbu,2183.0,7162,4.683333,101.3
Mount Yong Belar,2180.0,7152,4.65,101.361667
Doi Chiang Dao,2175.0,7136,19.399722,98.876667
Galunggung,2168.0,7113,-7.256732,108.077059
Levski Peak (Bulgaria),2166.0,7106,42.720278,24.781389
Monte Cimone,2165.0,7103,44.193889,10.701389
Mount Hua,2155.0,7070,34.483333,110.083333
Mount Zulia,2149.0,7051,4.125,33.986944
Carruthers Peak,2145.0,7037,-36.408611,148.291111
Mount Colonel Foster,2135.0,7005,49.749444,-125.867222
Roche à Perdrix,2135.0,7005,53.2125,-117.802778
Pilatus ,2132.0,6995,46.973889,8.241111
Phu Soi Dao,2120.0,6955,17.733333,101
Eagle Peak (Alaska),2119.0,6952,61.166944,-149.266944
Öræfajökull,2110.0,6923,64,-16.65
Mount Benum,2107.0,6913,3.823333,102.094167
Mogotón,2107.0,6913,13.762944,-86.3985
Kebnekaise,2106.0,6909,67.904444,18.528333
Rambler Peak,2092.0,6864,49.733611,-125.830278
Mount McBride,2083.0,6834,49.721667,-125.65
Phou Khe,2079.0,6821,19.324444,101.240833
Schneeberg (Alps),2076.0,6811,47.7675,15.807778
Mount Tate (New South Wales),2068.0,6785,-36.35,148.35
Bjelašnica,2067.0,6781,43.704,18.257
Kings Peak (British Columbia),2065.0,6775,49.811667,-125.836667
Hoverla,2061.0,6762,48.16,24.500278
Monte Miletto,2050.0,6726,41.433333,14.366667
Mount Katmai,2047.0,6716,58.278611,-154.956917
Mount Celeste,2041.0,6696,49.566667,-125.4
Mount Mitchell,2037.0,6683,35.764839,-82.265122
Namunukula,2035.0,6677,6.933056,81.113611
Pico do Barbado,2033.0,6670,-13.3,-41.9
Mount Batu Brinchang,2032.0,6667,-13.3,-41.9
Doi Mae Tho,2031.0,6663,19.001667,99.405556
Clingmans Dome,2025.0,6644,35.562872,-83.498496
Mount Heng (Shanxi),2017.0,6617,39.673889,113.735556
Kopaonik,2017.0,6617,43.269167,20.8225
Alpe di Succiso,2017.0,6617,44.332778,10.195556
Kom Peak,2016.0,6614,43.166667,23.05
Polar Bear Peak,2016.0,6614,61.152778,-149.195833
Mount Asgard,2015.0,6611,66.672222,-65.274444
Mount Le Conte (Tennessee),2010.0,6594,35.654167,-83.436667
Serra da Estrela,1993.0,6539,40.321867,-7.612967
Mount Bogong,1986.0,6516,-36.7325,147.305556
Mount Ishizuchi,1982.0,6503,33.7675,133.115
Doi Phu Kha,1980.0,6496,19.193056,101.105833
Pizzo Carbonara,1979.0,6493,37.894167,14.025278
Tope de Coroa,1979.0,6493,17.0325,-25.295833
Mount Tongariro,1978.0,6490,-39.133333,175.641667
Iceberg Peak,1977.0,6486,49.571944,-125.391389
Pico Turquino,1975.0,6480,19.989444,-76.835833
El Piveto ,1969.0,6460,49.721389,-125.786667
Qiajivik ,1963.0,6440,72.1825,-75.906667
Monte Tamaro,1962.0,6437,46.103917,8.866028
Montalto (Aspromonte),1955.0,6414,38.158889,15.921111
Ciucaș Peak,1954.0,6411,45.522778,25.923611
Mount Olympus (Cyprus),1952.0,6404,34.936389,32.863333
Hallasan,1950.0,6398,33.361667,126.529167
Jebel Jais,1934.0,6345,25.953056,56.183889
Mullayyana Giri,1930.0,6332,13.390972,75.721389
Helvetia Tinde,1929.0,6329,83.333333,-44.666667
Botte Donato,1928.0,6325,39.284722,16.447222
Mount Kirigamine,1925.0,6316,36.1,138.167
Mount Washington,1917.0,6289,44.2705,-71.30325
Jirisan,1915.0,6283,35.336944,127.730556
Troglav (Bosnia and Herzegovina),1913.0,6276,43.95,16.6
Mont Ventoux,1909.0,6263,44.174444,5.278889
Vesper Peak,1896.0,6220,48.01299,-121.517902
Kudremukh,1894.0,6214,13.129511,75.268553
Orjen,1894.0,6214,42.568889,18.548889
Iskhodnaya,1887.0,6191,67.816389,178.288611
Mount George V,1883.0,6178,49.649166,-125.424167
Rugged ,1875.0,6152,50.025,-126.677778
Agastya Mala,1868.0,6129,8.616289,77.245728
Trident Volcano,1864.0,6115,58.235,-155.103611
Mount Martin (Alaska),1863.0,6112,58.169167,-155.356667
Knuckles  Range,1862.0,6109,7.45,80.8
Pico Ruivo,1861.0,6106,32.758611,-16.942222
Pico das Torres,1853.0,6079,32.75047,-16.93826
Mont Ross,1850.0,6070,-49.592222,69.495833
Crown  (Vancouver Island),1846.0,6056,49.944444,-125.813333
Loser ,1838.0,6030,47.666667,13.766667
Punta La Marmora,1834.0,6017,39.988056,9.324167
Cerro La Campana,1828.0,5997,-32.953611,-71.119444
Gora Nevskaya,1828.0,5997,62.21667,155.43333
Cerro de la Silla,1820.0,5971,25.623056,-100.242778
Pico do Areeiro,1818.0,5965,32.735556,-16.928889
Biligiriranga Hills,1800.0,5906,11.993889,77.140556
Monte Maggiorasca,1799.0,5902,44.55,9.483333
Rigi,1797.0,5896,47.056667,8.485556
Blokhin Peak,1779.0,5837,67.101667,166.860556
Velliangiri s,1778.0,5833,10.9888,76.6873
Mount Veve,1768.0,5801,-7.95,157.075
Mount Adams (New Hampshire),1766.0,5794,44.320556,-71.291389
Pik Sovetskoy Gvardii,1759.0,5771,66.833139,166.5695
Mount Api,1750.0,5741,66.833139,166.5695
Lovćen,1749.0,5738,42.3991,18.8184
Tadiandamol,1748.0,5735,12.217564,75.608815
Mount Rogers,1746.0,5728,36.659841,-81.544558
Doi Phi Pan Nam,1745.0,5725,19.125833,101.256111
Mount Wilson (California),1742.0,5715,34.223759,-118.061645
Mount Jefferson (New Hampshire),1741.0,5712,44.3042,-71.31685
Monte Amiata,1738.0,5702,42.9,11.633333
Mount Daisen,1729.0,5673,35.371111,133.546389
The Horn (Mount Buffalo),1723.0,5653,-36.776389,146.765833
Mount Batur,1717.0,5633,-8.238889,115.3775
Pushpagiri ,1712.0,5617,12.666667,75.683333
Pushpagiri ,1712.0,5617,12.666667,75.683333
Mount Lowe (California),1707.0,5600,34.231948,-118.105903
Boulder Peak (Washington),1707.0,5600,47.971682,-123.757468
Doi Luang (Phi Pan Nam Range),1694.0,5558,19.134444,99.758056
Mitre Peak (New Zealand),1692.0,5551,-44.6325,167.856111
Arma Konda,1680.0,5512,18.228,82.723
Deomali ,1672.0,5486,18.675556,82.981667
Mount Caubvick,1652.0,5420,58.88772,-63.70967
Kalsubai,1646.0,5400,19.601111,73.709167
Peak 5390,1643.0,5390,57.015139,-134.988208
Mount Yamantau,1640.0,5381,54.255,58.102
Mount Monroe,1637.0,5371,44.25556,-71.3225
Mount Madison,1636.0,5367,44.328333,-71.277778
Mount Marcy,1629.0,5344,44.112734,-73.923726
Trebević,1627.0,5338,43.818611,18.46
Mount Bartle Frere,1622.0,5322,-17.383333,145.816667
Rocca Busambra,1613.0,5292,37.855556,13.397222
Veľký Rozsutec,1610.0,5282,49.231111,19.1
Brahmagiri (Karnataka),1608.0,5276,11.95,75.95
Mount Katahdin,1606.0,5269,45.904354,-68.921274
Sněžka,1602.0,5256,50.736111,15.740278
Sirumalai,1600.0,5249,50.736111,15.740278
Mount Lafayette,1600.0,5249,44.160705,-71.644361
Mount Washington (British Columbia),1590.0,5217,49.753056,-125.296389
Mount Benarat,1585.0,5200,4.15,114.916667
Mount Waialeale,1569.0,5148,22.073889,-159.498611
Salher,1567.0,5141,20.72226,73.945456
Cirque ,1567.0,5141,58.933611,-63.549167
Algonquin Peak,1559.0,5115,44.143611,-73.986667
Mount Lincoln (New Hampshire),1551.0,5089,44.148954,-71.644527
Superstition ,1542.0,5059,33.411017,-111.400765
Mount Tai,1532.0,5026,36.255833,117.1075
Jebel Al Mebrah,1527.0,5010,25.648333,56.129167
Mount Popa,1518.0,4980,20.924167,95.250556
Askja,1516.0,4974,65.03,-16.75
Monte Boglia,1516.0,4974,46.029722,9.0075
Mount Song,1512.0,4961,34.484722,112.960278
Pico de Malpaso,1501.0,4925,27.729444,-18.040556
Jabalcón,1494.0,4902,37.575833,-2.818889
Mount Nuang,1491.0,4892,37.575833,-2.818889
Hekla,1491.0,4892,63.992222,-19.665833
Mount Pinatubo,1486.0,4875,15.141667,120.35
Spruce  (West Virginia),1482.0,4862,38.699722,-79.532778
Lyaskovets Peak,1473.0,4833,-62.663472,-60.142972
Mount Olympus (Tasmania),1471.0,4826,-42.04,146.11
La Grande Soufrière,1467.0,4813,16.0446,-61.6642
Monte Penice,1460.0,4790,44.784444,9.316944
Mount Seymour,1455.0,4774,49.393333,-122.944444
Snæfellsjökull,1446.0,4744,64.8,-23.783333
Mount Kalourat,1435.0,4708,-8.783333,160.833333
Mount Woodroffe,1435.0,4708,-26.320329,131.743936
Cypress  Ski Area,1432.0,4698,49.395556,-123.203333
Harishchandragad,1427.0,4682,19.388239,73.77594
Tukgahgo ,1425.0,4675,59.300278,-135.629444
Taburno Camposauro,1393.0,4570,41.108333,14.608333
Parasnath,1366.0,4482,23.9634,86.129
Dhupgarh,1350.0,4429,22.449444,78.373056
Ben Nevis,1345.0,4413,56.79685,-5.003508
Kodachadri,1343.0,4406,13.860833,74.874722
Mount Aniakchak,1341.0,4400,56.863056,-158.129722
Mount Mansfield,1339.0,4393,44.543947,-72.81431
Cerro de Punta,1338.0,4390,18.1725,-66.591944
Mount Bassie,1311.0,4301,57.056389,-135.043889
Mount Kanaga,1307.0,4288,51.923333,-177.168056
Sinhagad,1303.0,4275,18.365664,73.755269
Mount Heng (Hunan),1300.0,4265,18.365664,73.755269
Rajabasa,1281.0,4203,-5.783333,105.625
Mount Vesuvius,1281.0,4203,40.816667,14.433333
Mount Ophir,1276.0,4186,40.816667,14.433333
Bailadila Range,1276.0,4186,18.7,81.219444
Mount Wellington (Tasmania),1271.0,4170,-42.89,147.23
Mount Si,1270.0,4167,47.507603,-121.740109
Mount Donna Buang,1250.0,4101,-37.706389,145.681111
Camel's Hump,1244.0,4081,44.319547,-72.886328
Cannon  (New Hampshire),1240.0,4068,44.156454,-71.698417
The Priest ,1238.0,4062,37.819833,-79.0625
Grouse ,1231.0,4039,49.379556,-123.081803
Kaʻala,1220.0,4003,21.506944,-158.142778
Mount Jerai,1217.0,3993,21.506944,-158.142778
Mount Meron,1208.0,3963,32.997778,35.413611
Mount Fromme,1185.0,3888,49.383333,-123.056389
Doi Ian,1174.0,3852,19.703333,100.321944
Mount Diablo,1173.0,3848,37.881698,-121.914155
Mount Hombori,1155.0,3789,15.257222,-1.668889
Lochnagar,1155.0,3789,56.954732,-3.240256
Monte Musinè,1150.0,3773,45.113889,7.454444
Brocken,1141.0,3743,51.800556,10.617222
Victoria Peak (Belize),1120.0,3675,16.812222,-88.620278
Gora Sovetskaya,1096.0,3596,71.0972,-179.3567
Kayser ,1094.0,3589,81.554167,-58.974444
Mount Juneau,1090.0,3576,58.319444,-134.406111
Snowdon,1085.0,3560,53.068497,-4.076231
Table ,1085.0,3560,-33.957314,18.403108
"Flattop  (Anchorage, Alaska)",1070.0,3510,61.090556,-149.665278
Uummannaq ,1070.0,3510,70.713056,-52.131111
White Butte,1069.0,3507,46.386676,-103.302402
"Hogback  (Shenandoah National Park, Virginia)",1059.0,3474,38.761991,-78.274194
Saka Haphong,1052.0,3451,21.788611,92.608611
Carrauntoohil,1038.0,3406,51.999445,-9.742693
Mount Ramon,1037.0,3402,30.502917,34.63925
Girnar,1031.0,3383,21.494722,70.505556
Mount Zagora,1030.0,3379,30.35,-5.75
Buachaille Etive Mòr,1022.0,3353,56.647303,-4.897797
Munboksan,1015.0,3330,35.676,129.034
Kékes,1014.0,3327,47.878889,20.010278
Old Rag ,1001.0,3284,38.551833,-78.314528
